100位	115,166,453 pt
1300位	11,624,620 pt
1000位	18,832,729 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 04:25 集計時点 BYそくどん


100位	99,172,640 pt
500位	43,941,564 pt
1200位	13,584,115 pt
1300位	11,624,620 pt
1000位	18,832,729 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 04:24 集計時点 BYそくどん


100位	99,172,640 pt
500位	43,941,564 pt
1200位	13,584,115 pt
1300位	11,624,620 pt
1000位	18,832,729 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 04:22 集計時点 BYそくどん


100位	99,172,640 pt
500位	43,941,564 pt
1200位	13,584,115 pt
1300位	11,624,620 pt
1000位	18,832,729 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 04:21 集計時点 BYそくどん


100位	99,172,640 pt
500位	43,941,564 pt
1200位	13,584,115 pt
1300位	11,624,620 pt
1000位	18,832,729 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 04:20 集計時点 BYそくどん


100位	99,172,640 pt
500位	43,941,564 pt
1200位	13,584,115 pt
1300位	11,624,620 pt
1000位	18,832,729 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 04:20 集計時点 BYそくどん


100位	99,172,640 pt
500位	43,941,564 pt
1200位	13,584,115 pt
1300位	11,624,620 pt
1000位	18,832,729 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 04:19 集計時点 BYそくどん


100位	99,172,640 pt
500位	43,941,564 pt
1200位	13,584,115 pt
1300位	11,624,620 pt
1000位	18,832,729 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 04:18 集計時点 BYそくどん


100位	99,172,640 pt
500位	43,941,564 pt
1200位	13,584,115 pt
1300位	11,624,620 pt
1000位	18,832,729 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 04:16 集計時点 BYそくどん


100位	99,172,640 pt
500位	43,941,564 pt
1200位	13,584,115 pt
1300位	11,624,620 pt
1000位	18,832,729 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 04:15 集計時点 BYそくどん


100位	99,172,640 pt
500位	43,941,564 pt
1200位	13,584,115 pt
1300位	11,624,620 pt
1000位	18,832,729 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 04:13 集計時点 BYそくどん


100位	99,172,640 pt
500位	43,941,564 pt
1200位	13,584,115 pt
1300位	11,624,620 pt
1000位	18,832,729 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 04:11 集計時点 BYそくどん


100位	99,172,640 pt
500位	43,941,564 pt
1200位	13,584,115 pt
1300位	11,624,620 pt
1000位	18,832,729 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 04:10 集計時点 BYそくどん


100位	99,172,640 pt
500位	43,781,155 pt
1200位	13,576,294 pt
1300位	11,624,620 pt
1000位	18,832,729 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 04:09 集計時点 BYそくどん


100位	99,172,640 pt
500位	43,781,155 pt
1200位	13,576,294 pt
1300位	11,624,620 pt
1000位	18,832,729 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 04:08 集計時点 BYそくどん


100位	99,172,640 pt
500位	43,781,155 pt
1200位	13,576,294 pt
1300位	11,624,620 pt
1000位	18,832,729 pt
	1位	733,578,379 pt
10位	342,854,094 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 04:06 集計時点 BYそくどん


100位	99,172,640 pt
500位	43,781,155 pt
1200位	13,576,294 pt
1300位	11,624,620 pt
1000位	18,810,643 pt
	1位	733,578,379 pt
10位	338,430,748 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 04:05 集計時点 BYそくどん


100位	99,147,479 pt
500位	43,781,155 pt
1200位	13,576,294 pt
1300位	11,624,620 pt
1000位	18,810,643 pt
	1位	733,578,379 pt
10位	338,430,748 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 04:03 集計時点 BYそくどん


100位	99,147,479 pt
500位	43,781,155 pt
1200位	13,576,294 pt
1300位	11,624,620 pt
1000位	18,810,643 pt
	1位	733,578,379 pt
10位	338,430,748 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 04:01 集計時点 BYそくどん


100位	99,147,479 pt
500位	43,781,155 pt
1200位	13,576,294 pt
1300位	11,624,620 pt
1000位	18,810,643 pt
	1位	733,578,379 pt
10位	338,430,748 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 04:00 集計時点 BYそくどん


100位	99,147,479 pt
500位	43,781,155 pt
1200位	13,576,294 pt
1300位	11,624,620 pt
1000位	18,810,643 pt
	1位	733,578,379 pt
10位	338,430,748 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 03:59 集計時点 BYそくどん


100位	99,147,479 pt
500位	43,781,155 pt
1200位	13,576,294 pt
1300位	11,624,620 pt
1000位	18,810,643 pt
	1位	733,578,379 pt
10位	338,430,748 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 03:58 集計時点 BYそくどん


100位	99,147,479 pt
500位	43,781,155 pt
1200位	13,576,294 pt
1300位	11,624,620 pt
1000位	18,810,643 pt
	1位	733,578,379 pt
10位	338,430,748 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 03:56 集計時点 BYそくどん


100位	99,147,479 pt
500位	43,781,155 pt
1200位	13,576,294 pt
1300位	11,624,620 pt
1000位	18,810,643 pt
	1位	733,578,379 pt
10位	338,430,748 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 03:55 集計時点 BYそくどん


100位	99,147,479 pt
500位	43,781,155 pt
1200位	13,572,149 pt
1300位	11,624,620 pt
1000位	18,809,121 pt
	1位	733,578,379 pt
10位	338,430,748 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 03:53 集計時点 BYそくどん


100位	99,147,479 pt
500位	43,781,155 pt
1200位	13,529,387 pt
1300位	11,624,620 pt
1000位	18,809,121 pt
	1位	733,578,379 pt
10位	338,430,748 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 03:51 集計時点 BYそくどん


100位	99,147,479 pt
500位	43,781,155 pt
1200位	13,529,387 pt
1300位	11,624,620 pt
1000位	18,809,121 pt
	1位	733,578,379 pt
10位	338,430,748 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 03:50 集計時点 BYそくどん


100位	99,147,479 pt
500位	43,781,155 pt
1200位	13,529,387 pt
1300位	11,624,620 pt
1000位	18,809,121 pt
	1位	733,578,379 pt
10位	338,430,748 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 03:49 集計時点 BYそくどん


100位	99,147,479 pt
500位	43,781,155 pt
1200位	13,529,387 pt
1300位	11,624,620 pt
1000位	18,809,121 pt
	1位	733,578,379 pt
10位	338,430,748 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 03:48 集計時点 BYそくどん


100位	99,147,479 pt
500位	43,781,155 pt
1200位	13,521,664 pt
1300位	11,624,620 pt
1000位	18,809,121 pt
	1位	733,578,379 pt
10位	338,430,748 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 03:46 集計時点 BYそくどん


100位	99,147,479 pt
500位	43,781,155 pt
1200位	13,521,664 pt
1300位	11,624,620 pt
1000位	18,809,121 pt
	1位	733,578,379 pt
10位	338,430,748 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 03:45 集計時点 BYそくどん


100位	99,147,479 pt
500位	43,703,821 pt
1200位	13,521,664 pt
1300位	11,624,620 pt
1000位	18,809,121 pt
	1位	733,578,379 pt
10位	338,430,748 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 03:43 集計時点 BYそくどん


100位	99,147,479 pt
500位	43,703,821 pt
1200位	13,521,664 pt
1300位	11,624,620 pt
1000位	18,809,121 pt
	1位	733,578,379 pt
10位	338,430,748 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 03:41 集計時点 BYそくどん


100位	99,147,479 pt
500位	43,703,821 pt
1200位	13,521,664 pt
1300位	11,624,620 pt
1000位	18,809,121 pt
	1位	733,578,379 pt
10位	338,430,748 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 03:40 集計時点 BYそくどん


100位	99,147,479 pt
500位	43,703,821 pt
1200位	13,521,664 pt
1300位	11,624,620 pt
1000位	18,809,121 pt
	1位	733,578,379 pt
10位	338,430,748 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 03:39 集計時点 BYそくどん


100位	99,147,479 pt
500位	43,703,821 pt
1200位	13,521,664 pt
1300位	11,624,620 pt
1000位	18,809,121 pt
	1位	733,578,379 pt
10位	338,430,748 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 03:38 集計時点 BYそくどん


100位	99,147,479 pt
500位	43,703,821 pt
1200位	13,520,848 pt
1300位	11,624,620 pt
1000位	18,809,121 pt
	1位	733,578,379 pt
10位	338,430,748 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 03:36 集計時点 BYそくどん


100位	99,015,180 pt
500位	43,703,821 pt
1200位	13,520,848 pt
1300位	11,624,620 pt
1000位	18,809,121 pt
	1位	733,578,379 pt
10位	338,430,748 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 03:35 集計時点 BYそくどん


100位	99,015,180 pt
500位	43,703,821 pt
1200位	13,517,685 pt
1300位	11,607,846 pt
1000位	18,735,645 pt
	1位	733,578,379 pt
10位	338,430,748 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 03:33 集計時点 BYそくどん


100位	99,015,180 pt
500位	43,347,992 pt
1200位	13,517,685 pt
1300位	11,607,846 pt
1000位	18,735,645 pt
	1位	733,578,379 pt
10位	338,430,748 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 03:31 集計時点 BYそくどん


100位	99,015,180 pt
500位	43,347,992 pt
1200位	13,517,685 pt
1300位	11,607,846 pt
1000位	18,735,645 pt
	1位	733,578,379 pt
10位	338,430,748 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 03:30 集計時点 BYそくどん


100位	99,015,180 pt
500位	43,347,992 pt
1200位	13,517,685 pt
1300位	11,607,846 pt
1000位	18,735,645 pt
	1位	733,578,379 pt
10位	338,430,748 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 03:29 集計時点 BYそくどん


100位	99,015,180 pt
500位	43,347,992 pt
1200位	13,517,685 pt
1300位	11,584,700 pt
1000位	18,730,602 pt
	1位	733,578,379 pt
10位	338,430,748 pt
	11位	336,539,060 pt
20位	207,040,978 pt
※04/12 03:28 集計時点 BYそくどん


100位	99,015,180 pt
500位	43,347,992 pt
1200位	13,517,685 pt
1300位	11,584,700 pt
1000位	18,730,602 pt
	1位	733,578,379 pt
10位	338,430,748 pt
	11位	336,538,924 pt
20位	207,040,978 pt
※04/12 03:26 集計時点 BYそくどん


100位	99,015,180 pt
500位	43,347,992 pt
1200位	13,517,685 pt
1300位	11,584,700 pt
1000位	18,730,602 pt
	1位	733,578,379 pt
10位	338,430,748 pt
	11位	336,538,924 pt
20位	207,040,978 pt
※04/12 03:25 集計時点 BYそくどん


100位	99,015,180 pt
500位	43,347,992 pt
1200位	13,517,685 pt
1300位	11,584,700 pt
1000位	18,730,602 pt
	1位	733,578,379 pt
10位	338,430,748 pt
	11位	336,538,924 pt
20位	207,040,978 pt
※04/12 03:23 集計時点 BYそくどん


100位	99,015,180 pt
500位	43,347,992 pt
1200位	13,517,685 pt
1300位	11,584,700 pt
1000位	18,681,025 pt
	1位	733,578,379 pt
10位	338,430,748 pt
	11位	336,537,996 pt
20位	207,040,978 pt
※04/12 03:21 集計時点 BYそくどん


100位	99,015,180 pt
500位	43,347,992 pt
1200位	13,517,685 pt
1300位	11,584,700 pt
1000位	18,681,025 pt
	1位	733,578,379 pt
10位	338,430,748 pt
	11位	336,537,996 pt
20位	207,040,978 pt
※04/12 03:20 集計時点 BYそくどん


100位	99,015,180 pt
500位	43,347,992 pt
1200位	13,517,685 pt
1300位	11,584,700 pt
1000位	18,681,025 pt
	1位	733,578,379 pt
10位	338,430,748 pt
	11位	336,537,996 pt
20位	207,040,978 pt
※04/12 03:19 集計時点 BYそくどん


100位	99,015,180 pt
500位	43,347,992 pt
1200位	13,517,685 pt
1300位	11,584,700 pt
1000位	18,681,025 pt
	1位	733,578,379 pt
10位	338,430,748 pt
	11位	336,537,996 pt
20位	207,040,978 pt
※04/12 03:18 集計時点 BYそくどん


100位	99,015,180 pt
500位	43,347,992 pt
1200位	13,517,685 pt
1300位	11,584,700 pt
1000位	18,681,025 pt
	1位	733,578,379 pt
10位	338,430,748 pt
	11位	336,537,996 pt
20位	207,040,978 pt
※04/12 03:16 集計時点 BYそくどん


100位	99,015,180 pt
500位	43,347,992 pt
1200位	13,425,010 pt
1300位	11,580,191 pt
1000位	18,681,025 pt
	1位	733,578,379 pt
10位	338,430,748 pt
	11位	336,537,996 pt
20位	207,040,978 pt
※04/12 03:15 集計時点 BYそくどん


100位	99,015,180 pt
500位	43,347,992 pt
1200位	13,425,010 pt
1300位	11,580,191 pt
1000位	18,681,025 pt
	1位	733,578,379 pt
10位	338,430,748 pt
	11位	336,537,996 pt
20位	207,040,978 pt
※04/12 03:13 集計時点 BYそくどん


100位	99,015,180 pt
500位	43,347,992 pt
1200位	13,425,010 pt
1300位	11,580,191 pt
1000位	18,681,025 pt
	1位	733,578,379 pt
10位	338,430,748 pt
	11位	336,537,996 pt
20位	207,040,978 pt
※04/12 03:11 集計時点 BYそくどん


100位	99,015,180 pt
500位	43,347,992 pt
1200位	13,425,010 pt
1300位	11,580,191 pt
1000位	18,681,025 pt
	1位	733,578,379 pt
10位	338,430,748 pt
	11位	336,537,996 pt
20位	207,040,978 pt
※04/12 03:10 集計時点 BYそくどん


100位	99,015,180 pt
500位	43,347,992 pt
1200位	13,422,630 pt
1300位	11,580,191 pt
1000位	18,681,025 pt
	1位	733,578,379 pt
10位	338,430,748 pt
	11位	336,537,996 pt
20位	207,040,978 pt
※04/12 03:09 集計時点 BYそくどん


100位	99,015,180 pt
500位	43,347,992 pt
1200位	13,422,630 pt
1300位	11,562,391 pt
1000位	18,681,025 pt
	1位	733,578,379 pt
10位	338,430,748 pt
	11位	336,537,996 pt
20位	207,040,978 pt
※04/12 03:08 集計時点 BYそくどん


100位	99,015,180 pt
500位	43,347,992 pt
1200位	13,422,630 pt
1300位	11,562,391 pt
1000位	18,506,948 pt
	1位	733,578,379 pt
10位	338,430,748 pt
	11位	336,537,996 pt
20位	207,040,978 pt
※04/12 03:07 集計時点 BYそくどん


100位	99,015,180 pt
500位	43,347,992 pt
1200位	13,413,801 pt
1300位	11,562,391 pt
1000位	18,506,948 pt
	1位	733,578,379 pt
10位	338,430,748 pt
	11位	336,537,996 pt
20位	207,040,978 pt
※04/12 03:06 集計時点 BYそくどん


100位	99,015,180 pt
500位	43,347,992 pt
1200位	13,408,661 pt
1300位	11,556,082 pt
1000位	18,506,948 pt
	1位	733,578,379 pt
10位	338,430,748 pt
	11位	336,537,996 pt
20位	207,040,978 pt
※04/12 03:05 集計時点 BYそくどん


100位	99,015,180 pt
500位	43,347,992 pt
1200位	13,408,661 pt
1300位	11,556,082 pt
1000位	18,506,948 pt
	1位	733,578,379 pt
10位	338,430,748 pt
	11位	336,537,996 pt
20位	207,040,978 pt
※04/12 03:03 集計時点 BYそくどん


100位	99,015,180 pt
500位	43,337,499 pt
1200位	13,370,737 pt
1300位	11,556,082 pt
1000位	18,506,948 pt
	1位	733,578,379 pt
10位	338,430,748 pt
	11位	336,537,996 pt
20位	207,040,978 pt
※04/12 03:01 集計時点 BYそくどん


100位	99,015,180 pt
500位	43,337,499 pt
1200位	13,370,737 pt
1300位	11,556,082 pt
1000位	18,506,948 pt
	1位	733,578,379 pt
10位	338,430,748 pt
	11位	336,537,996 pt
20位	207,040,978 pt
※04/12 03:00 集計時点 BYそくどん


100位	99,015,180 pt
500位	43,337,499 pt
1200位	13,370,038 pt
1300位	11,556,082 pt
1000位	18,506,948 pt
	1位	733,578,379 pt
10位	338,430,748 pt
	11位	336,537,996 pt
20位	207,040,978 pt
※04/12 02:59 集計時点 BYそくどん


100位	99,015,180 pt
500位	43,337,499 pt
1200位	13,370,038 pt
1300位	11,556,082 pt
1000位	18,506,948 pt
	1位	733,578,379 pt
10位	338,430,748 pt
	11位	336,537,996 pt
20位	207,040,978 pt
※04/12 02:58 集計時点 BYそくどん


100位	99,015,180 pt
500位	43,337,499 pt
1200位	13,337,440 pt
1300位	11,556,082 pt
1000位	18,506,948 pt
	1位	733,578,379 pt
10位	338,430,748 pt
	11位	336,537,996 pt
20位	207,040,978 pt
※04/12 02:56 集計時点 BYそくどん


100位	99,015,180 pt
500位	43,337,499 pt
1200位	13,337,440 pt
1300位	11,556,082 pt
1000位	18,506,948 pt
	1位	733,578,379 pt
10位	338,430,748 pt
	11位	336,537,996 pt
20位	207,040,978 pt
※04/12 02:55 集計時点 BYそくどん


100位	99,015,180 pt
500位	43,337,499 pt
1200位	13,337,440 pt
1300位	11,546,847 pt
1000位	18,506,948 pt
	1位	733,578,379 pt
10位	338,430,748 pt
	11位	336,537,996 pt
20位	207,040,978 pt
※04/12 02:53 集計時点 BYそくどん


100位	98,869,968 pt
500位	43,337,499 pt
1200位	13,337,440 pt
1300位	11,539,120 pt
1000位	18,506,948 pt
	1位	733,578,379 pt
10位	338,430,748 pt
	11位	336,537,996 pt
20位	207,040,978 pt
※04/12 02:51 集計時点 BYそくどん


100位	96,952,150 pt
500位	43,320,806 pt
1200位	13,337,440 pt
1300位	11,539,120 pt
1000位	18,490,626 pt
	1位	733,578,379 pt
10位	338,430,748 pt
	11位	336,537,996 pt
20位	207,040,978 pt
※04/12 02:50 集計時点 BYそくどん


100位	96,952,150 pt
500位	43,320,806 pt
1200位	13,337,440 pt
1300位	11,539,120 pt
1000位	18,490,626 pt
	1位	733,578,379 pt
10位	338,430,748 pt
	11位	336,537,996 pt
20位	207,040,978 pt
※04/12 02:49 集計時点 BYそくどん


100位	96,952,150 pt
500位	43,320,806 pt
1200位	13,337,440 pt
1300位	11,539,120 pt
1000位	18,490,626 pt
	1位	733,578,379 pt
10位	338,430,748 pt
	11位	336,537,996 pt
20位	207,040,978 pt
※04/12 02:48 集計時点 BYそくどん


100位	96,952,150 pt
500位	43,320,806 pt
1200位	13,337,440 pt
1300位	11,539,120 pt
1000位	18,490,626 pt
	1位	733,578,379 pt
10位	338,430,748 pt
	11位	336,537,996 pt
20位	207,040,978 pt
※04/12 02:46 集計時点 BYそくどん


100位	96,952,150 pt
500位	43,320,806 pt
1200位	13,337,440 pt
1300位	11,531,707 pt
1000位	18,490,626 pt
	1位	733,578,379 pt
10位	338,430,748 pt
	11位	336,537,996 pt
20位	207,040,978 pt
※04/12 02:45 集計時点 BYそくどん


100位	96,952,150 pt
500位	43,320,806 pt
1200位	13,337,440 pt
1300位	11,531,707 pt
1000位	18,490,626 pt
	1位	733,578,379 pt
10位	338,430,748 pt
	11位	336,537,996 pt
20位	207,040,978 pt
※04/12 02:44 集計時点 BYそくどん


100位	96,952,150 pt
500位	43,320,806 pt
1200位	13,337,440 pt
1300位	11,531,707 pt
1000位	18,490,626 pt
	1位	733,578,379 pt
10位	338,430,748 pt
	11位	336,537,996 pt
20位	207,040,978 pt
※04/12 02:42 集計時点 BYそくどん


100位	96,952,150 pt
500位	43,320,806 pt
1200位	13,337,440 pt
1300位	11,531,707 pt
1000位	18,489,031 pt
	1位	733,578,379 pt
10位	338,430,748 pt
	11位	336,537,996 pt
20位	207,040,978 pt
※04/12 02:41 集計時点 BYそくどん


100位	96,952,150 pt
500位	43,320,806 pt
1200位	13,337,440 pt
1300位	11,531,707 pt
1000位	18,489,031 pt
	1位	733,578,379 pt
10位	338,430,748 pt
	11位	336,537,996 pt
20位	207,040,978 pt
※04/12 02:40 集計時点 BYそくどん


100位	96,952,150 pt
500位	43,320,806 pt
1200位	13,337,440 pt
1300位	11,531,707 pt
1000位	18,489,031 pt
	1位	733,578,379 pt
10位	338,430,748 pt
	11位	336,537,996 pt
20位	207,040,978 pt
※04/12 02:39 集計時点 BYそくどん


100位	96,952,150 pt
500位	43,320,806 pt
1200位	13,337,440 pt
1300位	11,531,707 pt
1000位	18,489,031 pt
	1位	733,578,379 pt
10位	338,430,748 pt
	11位	336,537,996 pt
20位	207,040,978 pt
※04/12 02:38 集計時点 BYそくどん


100位	96,952,150 pt
500位	43,320,806 pt
1200位	13,337,440 pt
1300位	11,531,707 pt
1000位	18,489,031 pt
	1位	733,578,379 pt
10位	338,430,748 pt
	11位	336,537,996 pt
20位	207,040,978 pt
※04/12 02:36 集計時点 BYそくどん


100位	96,952,150 pt
500位	43,319,878 pt
1200位	13,272,599 pt
1300位	11,531,707 pt
1000位	18,489,031 pt
	1位	733,578,379 pt
10位	338,430,748 pt
	11位	336,537,996 pt
20位	207,040,978 pt
※04/12 02:35 集計時点 BYそくどん


100位	96,952,150 pt
500位	43,319,742 pt
1200位	13,272,599 pt
1300位	11,527,874 pt
1000位	18,417,978 pt
	1位	733,578,379 pt
10位	338,430,748 pt
	11位	336,537,996 pt
20位	207,040,978 pt
※04/12 02:33 集計時点 BYそくどん


100位	96,952,150 pt
500位	43,186,429 pt
1200位	13,272,599 pt
1300位	11,504,244 pt
1000位	18,417,978 pt
	1位	733,578,379 pt
10位	338,430,748 pt
	11位	336,537,996 pt
20位	207,040,978 pt
※04/12 02:31 集計時点 BYそくどん


100位	96,952,150 pt
500位	43,186,429 pt
1200位	13,272,599 pt
1300位	11,477,050 pt
1000位	18,417,978 pt
	1位	733,578,379 pt
10位	338,430,748 pt
	11位	336,537,996 pt
20位	207,040,978 pt
※04/12 02:30 集計時点 BYそくどん


100位	96,952,150 pt
500位	43,186,429 pt
1200位	13,272,390 pt
1300位	11,477,050 pt
1000位	18,417,978 pt
	1位	733,578,379 pt
10位	338,430,748 pt
	11位	336,537,996 pt
20位	207,040,978 pt
※04/12 02:29 集計時点 BYそくどん


100位	96,952,150 pt
500位	43,186,429 pt
1200位	13,272,390 pt
1300位	11,477,050 pt
1000位	18,417,978 pt
	1位	733,578,379 pt
